,HEFAMINC,HRNUMHOU,HRHTYPE,PTDTRACE,PREMPNOT,PRCHLD,HETS2O,HETS6O,HETS8CO,HESP1,HETSP3O
49306,15,4,1,1,1,8,-1,-1,-1,-1,-1
49307,15,4,1,1,4,8,-1,-1,-1,-1,-1
49308,15,4,1,1,-1,0,-1,-1,-1,-1,-1
49309,15,4,1,1,-1,0,-1,-1,-1,-1,-1
49310,8,1,7,1,4,0,10,-1,-1,1,190
49311,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
49312,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49313,12,2,1,1,4,0,-1,-1,-1,-1,-1
49314,12,2,1,1,4,0,-1,-1,-1,-1,-1
49315,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49316,3,4,3,2,1,10,200,20,100,1,100
49317,3,4,3,2,4,0,200,20,100,1,100
49318,3,4,3,2,-1,0,200,20,100,1,100
49319,3,4,3,2,-1,0,200,20,100,1,100
49320,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49321,7,3,1,1,1,1,100,4,-1,2,-1
49322,7,3,1,1,4,1,100,4,-1,2,-1
49323,7,3,1,1,-1,0,100,4,-1,2,-1
49324,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49325,5,1,7,1,4,0,300,-1,-1,2,-1
49326,7,2,4,2,1,2,50,30,100,2,-1
49327,7,2,4,2,-1,0,50,30,100,2,-1
49328,13,2,1,1,4,0,-1,-1,-1,-1,-1
49329,13,2,1,1,4,0,-1,-1,-1,-1,-1
49330,3,1,6,1,1,0,90,4,50,1,110
49331,11,2,1,1,4,0,80,-1,-1,-1,-1
49332,11,2,1,1,1,0,80,-1,-1,-1,-1
49333,1,2,4,2,4,0,-1,-1,-1,2,-1
49334,1,2,4,2,4,0,-1,-1,-1,2,-1
49335,12,2,1,1,1,0,-1,-1,-1,-1,-1
49336,12,2,1,1,1,0,-1,-1,-1,-1,-1
49337,13,4,1,2,1,0,-1,-1,-1,-1,-1
49338,13,4,1,2,4,0,-1,-1,-1,-1,-1
49339,13,4,1,2,4,0,-1,-1,-1,-1,-1
49340,13,4,1,2,1,0,-1,-1,-1,-1,-1
49341,11,1,7,2,1,0,20,70,-1,-1,-1
49342,11,1,7,1,4,0,-1,-1,-1,-1,-1
49343,5,1,7,1,4,0,4,-1,-1,-1,-1
49344,6,2,1,1,4,0,40,4,-1,2,-1
49345,6,2,1,1,4,0,40,4,-1,2,-1
49346,11,2,4,1,1,0,80,-1,-1,-1,-1
49347,11,2,4,1,1,0,80,-1,-1,-1,-1
49348,15,2,1,1,1,0,100,-1,-1,-1,-1
49349,15,2,1,1,1,0,100,-1,-1,-1,-1
49350,13,2,1,1,4,0,80,-1,-1,-1,-1
49351,13,2,1,1,4,0,80,-1,-1,-1,-1
49352,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49353,13,4,1,1,2,2,350,30,-1,-1,-1
49354,13,4,1,1,1,2,350,30,-1,-1,-1
49355,13,4,1,1,-1,0,350,30,-1,-1,-1
49356,13,4,1,1,-1,0,350,30,-1,-1,-1
49357,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49358,10,1,6,1,4,0,200,30,-1,2,-1
49359,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
49360,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49361,13,3,3,2,2,1,200,60,-1,-1,-1
49362,13,3,3,2,1,1,200,60,-1,-1,-1
49363,13,3,3,2,-1,0,200,60,-1,-1,-1
49364,3,3,4,2,4,3,-1,-1,-1,1,-1
49365,3,3,4,2,4,0,-1,-1,-1,1,-1
49366,3,3,4,2,-1,0,-1,-1,-1,1,-1
49367,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49368,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49369,1,3,1,2,4,0,-1,10,30,1,20
49370,1,3,1,2,4,0,-1,10,30,1,20
49371,1,3,1,2,1,0,-1,10,30,1,20
49372,7,2,4,2,1,4,150,10,-1,2,-1
49373,7,2,4,2,4,0,150,10,-1,2,-1
49374,13,2,6,1,4,0,-1,200,-1,-1,-1
49375,13,2,6,1,4,0,-1,200,-1,-1,-1
49376,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49377,4,2,6,2,4,0,-1,-1,-1,-1,-1
49378,4,2,6,2,4,0,-1,-1,-1,-1,-1
49379,12,3,1,1,1,3,170,40,-1,-1,-1
49380,12,3,1,1,4,3,170,40,-1,-1,-1
49381,12,3,1,1,-1,0,170,40,-1,-1,-1
49382,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49383,12,1,7,1,4,0,50,150,20,-1,-1
49384,3,1,7,1,1,0,50,30,-1,2,-1
49385,15,3,1,1,1,1,290,50,10,-1,-1
49386,15,3,1,1,1,1,290,50,10,-1,-1
49387,15,3,1,1,-1,0,290,50,10,-1,-1
49388,15,5,1,1,1,4,250,30,-1,-1,-1
49389,15,5,1,1,1,4,250,30,-1,-1,-1
49390,15,5,1,1,4,0,250,30,-1,-1,-1
49391,15,5,1,1,4,0,250,30,-1,-1,-1
49392,15,5,1,1,-1,0,250,30,-1,-1,-1
49393,11,1,7,2,1,0,-1,30,-1,-1,-1
49394,16,2,1,1,1,0,90,-1,-1,-1,-1
49395,16,2,1,1,1,0,90,-1,-1,-1,-1
49396,5,1,7,1,4,0,-1,-1,-1,-1,-1
49397,1,1,7,2,4,0,-1,-1,-1,-1,-1
49398,6,1,7,1,4,0,-1,-1,-1,-1,-1
49399,6,1,7,2,4,0,-1,-1,-1,-1,-1
49400,7,3,4,2,1,1,100,20,-1,2,-1
49401,7,3,4,2,-1,0,100,20,-1,2,-1
49402,7,3,4,2,-1,0,100,20,-1,2,-1
49403,4,2,1,1,4,0,70,20,-1,-1,-1
49404,4,2,1,1,4,0,70,20,-1,-1,-1
49405,6,2,1,1,4,0,-1,-1,-1,-1,-1
49406,6,2,1,1,4,0,-1,-1,-1,-1,-1
49407,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49408,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49409,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49410,12,3,1,1,1,0,-1,-1,-1,-1,-1
49411,12,3,1,1,1,0,-1,-1,-1,-1,-1
49412,12,3,1,1,2,0,-1,-1,-1,-1,-1
49413,13,5,3,2,1,0,200,-1,-1,-1,-1
49414,13,5,3,2,1,0,200,-1,-1,-1,-1
49415,13,5,3,2,4,0,200,-1,-1,-1,-1
49416,13,5,3,2,1,0,200,-1,-1,-1,-1
49417,13,5,3,2,4,0,200,-1,-1,-1,-1
49418,13,4,1,2,1,0,-1,-1,-1,-1,-1
49419,13,4,1,2,1,0,-1,-1,-1,-1,-1
49420,13,4,1,2,1,0,-1,-1,-1,-1,-1
49421,13,4,1,2,1,0,-1,-1,-1,-1,-1
49422,3,1,7,1,4,0,-1,-1,-1,-1,-1
49423,9,1,6,1,1,0,-1,50,-1,-1,-1
49424,14,5,1,1,1,9,100,-1,-1,-1,-1
49425,14,5,1,1,1,9,100,-1,-1,-1,-1
49426,14,5,1,1,4,0,100,-1,-1,-1,-1
49427,14,5,1,1,-1,0,100,-1,-1,-1,-1
49428,14,5,1,1,-1,0,100,-1,-1,-1,-1
49429,10,6,1,1,1,8,-1,-1,-1,-1,-1
49430,10,6,1,1,4,8,-1,-1,-1,-1,-1
49431,10,6,1,1,-1,0,-1,-1,-1,-1,-1
49432,10,6,1,1,-1,0,-1,-1,-1,-1,-1
49433,10,6,1,1,-1,0,-1,-1,-1,-1,-1
49434,10,6,1,1,-1,0,-1,-1,-1,-1,-1
49435,15,3,1,1,1,2,50,70,-1,-1,-1
49436,15,3,1,1,1,2,50,70,-1,-1,-1
49437,15,3,1,1,-1,0,50,70,-1,-1,-1
49438,14,1,7,1,1,0,150,160,-1,-1,-1
49439,16,2,1,1,4,0,50,50,-1,-1,-1
49440,16,2,1,1,4,0,50,50,-1,-1,-1
49441,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49442,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
49443,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49444,16,3,1,1,4,0,-1,-1,-1,-1,-1
49445,16,3,1,1,4,0,-1,-1,-1,-1,-1
49446,16,3,1,1,1,0,-1,-1,-1,-1,-1
49447,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49448,6,2,1,1,1,0,60,-1,50,2,-1
49449,6,2,1,1,4,0,60,-1,50,2,-1
49450,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49451,7,3,4,2,4,6,100,30,-1,1,200
49452,7,3,4,2,-1,0,100,30,-1,1,200
49453,7,3,4,2,-1,0,100,30,-1,1,200
49454,1,2,3,1,2,0,-1,-1,-1,2,-1
49455,1,2,3,1,2,0,-1,-1,-1,2,-1
49456,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49457,10,1,7,1,4,0,-1,-1,-1,-1,-1
49458,2,2,4,1,1,0,160,-1,80,1,200
49459,2,2,4,1,4,0,160,-1,80,1,200
49460,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49461,13,3,3,2,1,0,160,50,-1,-1,-1
49462,13,3,3,2,4,0,160,50,-1,-1,-1
49463,13,3,3,2,4,0,160,50,-1,-1,-1
49464,5,1,7,1,4,0,-1,-1,-1,2,-1
49465,12,2,1,1,1,0,100,-1,-1,-1,-1
49466,12,2,1,1,4,0,100,-1,-1,-1,-1
49467,7,3,1,2,1,0,140,40,-1,2,-1
49468,7,3,1,2,4,0,140,40,-1,2,-1
49469,7,3,1,2,4,0,140,40,-1,2,-1
49470,11,3,1,1,1,1,200,200,40,2,-1
49471,11,3,1,1,1,1,200,200,40,2,-1
49472,11,3,1,1,-1,0,200,200,40,2,-1
49473,1,4,4,1,4,11,-1,-1,-1,2,-1
49474,1,4,4,1,-1,0,-1,-1,-1,2,-1
49475,1,4,4,1,-1,0,-1,-1,-1,2,-1
49476,1,4,4,1,-1,0,-1,-1,-1,2,-1
49477,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49478,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49479,6,1,7,1,1,0,200,30,-1,2,-1
49480,10,1,6,2,1,0,-1,-1,-1,-1,-1
49481,6,2,4,2,4,0,100,50,-1,2,-1
49482,6,2,4,2,4,0,100,50,-1,2,-1
49483,5,3,4,2,1,5,80,40,-1,1,380
49484,5,3,4,2,-1,0,80,40,-1,1,380
49485,5,3,4,2,-1,0,80,40,-1,1,380
49486,7,2,1,1,4,0,-1,-1,-1,-1,-1
49487,7,2,1,1,4,0,-1,-1,-1,-1,-1
49488,7,2,3,1,4,0,-1,-1,-1,-1,-1
49489,7,2,3,1,4,0,-1,-1,-1,-1,-1
49490,6,1,7,1,4,0,80,20,-1,2,-1
54564,4,3,1,2,2,0,70,40,-1,2,-1
54565,4,3,1,2,1,0,70,40,-1,2,-1
54566,4,3,1,2,4,0,70,40,-1,2,-1
54567,8,1,7,2,1,0,50,50,-1,2,-1
54568,6,1,6,2,1,0,90,30,-1,2,-1
54569,14,2,1,1,1,0,-1,-1,-1,-1,-1
54570,14,2,1,1,1,0,-1,-1,-1,-1,-1
54571,4,1,7,1,4,0,-1,-1,-1,-1,-1
54572,14,4,1,2,1,3,-1,-1,-1,-1,-1
54573,14,4,1,2,1,3,-1,-1,-1,-1,-1
54574,14,4,1,2,-1,0,-1,-1,-1,-1,-1
54575,14,4,1,2,-1,0,-1,-1,-1,-1,-1
54576,9,2,6,1,1,0,40,50,-1,2,-1
54577,9,2,6,1,1,0,40,50,-1,2,-1
54578,6,2,4,4,4,0,-1,-1,-1,-1,-1
54579,6,2,4,4,4,0,-1,-1,-1,-1,-1
54580,13,4,1,1,1,0,150,-1,-1,-1,-1
54581,13,4,1,1,1,0,150,-1,-1,-1,-1
54582,13,4,1,1,1,0,150,-1,-1,-1,-1
54583,13,4,1,1,1,0,150,-1,-1,-1,-1
54584,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
54585,12,3,7,1,1,0,-1,150,-1,2,-1
54586,12,3,7,1,1,0,-1,150,-1,2,-1
54587,12,3,7,1,4,0,-1,150,-1,2,-1
54588,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
54589,9,2,1,1,4,0,210,-1,-1,2,-1
54590,9,2,1,1,4,0,210,-1,-1,2,-1
54591,10,1,7,1,4,0,-1,-1,-1,-1,-1
54592,9,2,1,2,4,0,50,4,-1,2,-1
54593,9,2,1,2,4,0,50,4,-1,2,-1
54594,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
54595,14,3,4,1,1,0,-1,-1,-1,-1,-1
54596,14,3,4,1,4,0,-1,-1,-1,-1,-1
54597,14,3,4,1,4,0,-1,-1,-1,-1,-1
54598,3,1,6,2,4,0,60,-1,40,2,-1
54599,3,1,7,2,4,0,30,10,-1,1,60
54600,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
54601,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
54602,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
54603,1,2,4,2,1,0,130,-1,-1,2,-1
54604,1,2,4,2,4,0,130,-1,-1,2,-1
54605,6,3,4,2,4,0,100,-1,-1,1,100
54606,6,3,4,2,4,2,100,-1,-1,1,100
54607,6,3,4,2,-1,0,100,-1,-1,1,100
54608,7,1,6,1,1,0,-1,-1,-1,-1,-1
54609,13,11,1,1,1,10,-1,-1,-1,-1,-1
54610,13,11,1,1,1,10,-1,-1,-1,-1,-1
54611,13,11,1,1,4,0,-1,-1,-1,-1,-1
54612,13,11,1,1,4,0,-1,-1,-1,-1,-1
54613,13,11,1,1,-1,0,-1,-1,-1,-1,-1
54614,13,11,1,1,-1,0,-1,-1,-1,-1,-1
54615,13,11,1,1,-1,0,-1,-1,-1,-1,-1
54616,13,11,1,1,-1,0,-1,-1,-1,-1,-1
54617,13,11,1,1,-1,0,-1,-1,-1,-1,-1
54618,13,11,1,1,-1,0,-1,-1,-1,-1,-1
54619,13,11,1,1,-1,0,-1,-1,-1,-1,-1
54620,1,1,7,1,4,0,-1,-1,-1,-1,-1
54621,14,2,4,1,1,0,120,-1,-1,-1,-1
54622,14,2,4,1,4,0,120,-1,-1,-1,-1
54623,13,2,1,1,4,0,-1,-1,-1,-1,-1
54624,13,2,1,1,4,0,-1,-1,-1,-1,-1
54625,16,2,1,1,1,0,-1,-1,-1,-1,-1
54626,16,2,1,1,1,0,-1,-1,-1,-1,-1
54627,14,2,1,1,1,0,-1,-1,-1,-1,-1
54628,14,2,1,1,1,0,-1,-1,-1,-1,-1
54629,16,2,2,1,1,0,-1,-1,-1,-1,-1
54630,16,2,2,1,-1,0,-1,-1,-1,-1,-1
54631,16,2,1,1,4,0,170,50,-1,-1,-1
54632,16,2,1,1,1,0,170,50,-1,-1,-1
54633,1,2,4,1,1,0,80,-1,-1,2,-1
54634,1,2,4,1,1,0,80,-1,-1,2,-1
54635,7,3,1,2,1,4,-1,-1,-1,-1,-1
54636,7,3,1,2,1,4,-1,-1,-1,-1,-1
54637,7,3,1,2,4,0,-1,-1,-1,-1,-1
54638,12,5,1,1,1,4,200,20,-1,2,-1
54639,12,5,1,1,4,4,200,20,-1,2,-1
54640,12,5,1,1,-1,0,200,20,-1,2,-1
54641,12,5,1,1,1,0,200,20,-1,2,-1
54642,12,5,1,1,4,0,200,20,-1,2,-1
54643,16,3,1,2,1,3,180,50,-1,-1,-1
54644,16,3,1,2,1,3,180,50,-1,-1,-1
54645,16,3,1,2,-1,0,180,50,-1,-1,-1
54646,7,1,6,2,1,0,200,80,-1,2,-1
54647,14,2,1,1,1,0,100,-1,-1,-1,-1
54648,14,2,1,1,4,0,100,-1,-1,-1,-1
54649,5,1,6,2,4,0,70,-1,30,2,-1
54650,10,1,7,2,1,0,30,10,30,-1,-1
54651,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
54652,15,3,1,1,1,0,180,90,-1,-1,-1
54653,15,3,1,1,1,0,180,90,-1,-1,-1
54654,15,3,1,1,1,0,180,90,-1,-1,-1
54655,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
54656,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
54657,6,2,1,2,4,0,-1,-1,-1,-1,-1
54658,6,2,1,2,4,0,-1,-1,-1,-1,-1
54659,6,1,7,1,4,0,-1,-1,-1,-1,-1
54660,12,2,1,2,4,0,-1,-1,-1,-1,-1
54661,12,2,1,2,4,0,-1,-1,-1,-1,-1
54662,11,1,7,1,1,0,-1,-1,-1,-1,-1
54663,14,2,3,1,1,0,-1,-1,-1,-1,-1
54664,14,2,3,1,1,0,-1,-1,-1,-1,-1
54665,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
54666,11,2,1,1,1,0,150,30,-1,2,-1
54667,11,2,1,1,1,0,150,30,-1,2,-1
54668,7,2,6,1,4,0,60,50,-1,2,-1
54669,7,2,6,1,1,0,60,50,-1,2,-1
54670,16,2,6,1,1,0,60,50,-1,-1,-1
54671,16,2,6,1,1,0,60,50,-1,-1,-1
54672,7,2,3,2,4,0,-1,-1,-1,-1,-1
54673,7,2,3,2,4,4,-1,-1,-1,-1,-1
54674,13,2,1,1,4,0,180,-1,-1,-1,-1
54675,13,2,1,1,1,0,180,-1,-1,-1,-1
54676,7,1,7,1,4,0,110,-1,-1,2,-1
54677,15,3,1,1,1,4,-1,-1,-1,-1,-1
54678,15,3,1,1,1,4,-1,-1,-1,-1,-1
54679,15,3,1,1,4,0,-1,-1,-1,-1,-1
54680,16,2,1,1,1,0,70,-1,-1,-1,-1
54681,16,2,1,1,4,0,70,-1,-1,-1,-1
54682,15,2,1,1,1,0,-1,-1,-1,-1,-1
54683,15,2,1,1,1,0,-1,-1,-1,-1,-1
54684,11,2,4,2,1,3,60,20,30,2,-1
54685,11,2,4,2,-1,0,60,20,30,2,-1
54686,15,2,1,1,1,0,120,50,-1,-1,-1
54687,15,2,1,1,1,0,120,50,-1,-1,-1
54688,7,2,1,1,4,0,150,-1,-1,2,-1
54689,7,2,1,1,4,0,150,-1,-1,2,-1
54690,5,1,7,2,4,0,60,30,-1,2,-1
54691,15,4,4,2,1,2,-1,20,-1,-1,-1
54692,15,4,4,2,-1,0,-1,20,-1,-1,-1
54693,15,4,4,2,-1,0,-1,20,-1,-1,-1
54694,15,4,4,2,-1,0,-1,20,-1,-1,-1
54695,5,3,4,2,4,0,180,20,-1,1,140
54696,5,3,4,2,1,0,180,20,-1,1,140
54697,5,3,4,2,4,0,180,20,-1,1,140
54698,6,1,6,1,1,0,-1,-1,100,2,-1
54699,10,1,7,1,1,0,100,-1,-1,2,-1
54700,11,3,4,1,4,0,150,-1,50,-1,-1
54701,11,3,4,1,4,0,150,-1,50,-1,-1
54702,11,3,4,1,4,0,150,-1,50,-1,-1
54703,9,3,4,1,4,0,-1,-1,-1,-1,-1
54704,9,3,4,1,4,0,-1,-1,-1,-1,-1
54705,9,3,4,1,4,0,-1,-1,-1,-1,-1
55929,11,2,1,1,4,0,200,100,-1,-1,-1
55930,11,2,1,1,4,0,200,100,-1,-1,-1
55931,8,1,7,2,4,0,30,-1,-1,2,-1
55932,10,3,4,2,4,0,-1,-1,-1,1,20
55933,10,3,4,2,4,0,-1,-1,-1,1,20
55934,10,3,4,2,1,0,-1,-1,-1,1,20
55935,7,3,1,2,1,3,-1,-1,-1,-1,-1
55936,7,3,1,2,4,3,-1,-1,-1,-1,-1
55937,7,3,1,2,-1,0,-1,-1,-1,-1,-1
55938,15,5,1,1,4,3,200,60,-1,-1,-1
55939,15,5,1,1,1,3,200,60,-1,-1,-1
55940,15,5,1,1,-1,0,200,60,-1,-1,-1
55941,15,5,1,1,-1,0,200,60,-1,-1,-1
55942,15,5,1,1,-1,0,200,60,-1,-1,-1
55943,14,1,7,2,1,0,-1,-1,-1,-1,-1
55944,7,1,7,1,1,0,-1,30,-1,2,-1
55945,15,4,1,1,1,5,200,50,-1,-1,-1
55946,15,4,1,1,1,5,200,50,-1,-1,-1
55947,15,4,1,1,-1,0,200,50,-1,-1,-1
55948,15,4,1,1,-1,0,200,50,-1,-1,-1
55949,13,2,1,1,4,0,90,20,-1,-1,-1
55950,13,2,1,1,4,0,90,20,-1,-1,-1
55951,11,3,4,1,1,3,120,60,-1,1,50
55952,11,3,4,1,1,0,120,60,-1,1,50
55953,11,3,4,1,-1,0,120,60,-1,1,50
56611,8,1,7,1,1,0,50,40,-1,2,-1
56612,14,4,1,1,4,3,80,20,-1,-1,-1
56613,14,4,1,1,1,3,80,20,-1,-1,-1
56614,14,4,1,1,-1,0,80,20,-1,-1,-1
56615,14,4,1,1,-1,0,80,20,-1,-1,-1
56616,13,3,6,1,1,0,200,100,-1,-1,-1
56617,13,3,6,1,1,3,200,100,-1,-1,-1
56618,13,3,6,1,-1,0,200,100,-1,-1,-1
56619,16,2,1,1,1,0,150,100,-1,-1,-1
56620,16,2,1,1,1,0,150,100,-1,-1,-1
56621,9,3,1,1,4,0,-1,60,-1,2,-1
56622,9,3,1,1,4,0,-1,60,-1,2,-1
56623,9,3,1,1,4,0,-1,60,-1,2,-1
56624,14,2,1,1,1,0,-1,-1,-1,-1,-1
56625,14,2,1,1,4,0,-1,-1,-1,-1,-1
56626,12,4,4,6,4,0,140,20,50,2,-1
56627,12,4,4,6,-1,0,140,20,50,2,-1
56628,12,4,4,6,-1,0,140,20,50,2,-1
56629,12,4,4,6,-1,0,140,20,50,2,-1
69587,8,2,1,1,1,0,-1,-1,-1,-1,-1
69588,8,2,1,1,4,0,-1,-1,-1,-1,-1
69589,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69590,9,1,6,2,4,0,90,-1,-1,2,-1
69591,8,1,7,2,1,0,30,-1,-1,-1,-1
69592,15,2,1,1,1,0,-1,50,-1,-1,-1
69593,15,2,1,1,1,0,-1,50,-1,-1,-1
69594,15,3,1,2,1,0,150,80,-1,-1,-1
69595,15,3,1,2,1,0,150,80,-1,-1,-1
69596,15,3,1,2,1,0,150,80,-1,-1,-1
69597,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69598,15,4,1,1,1,3,120,-1,-1,-1,-1
69599,15,4,1,1,1,3,120,-1,-1,-1,-1
69600,15,4,1,1,-1,0,120,-1,-1,-1,-1
69601,15,4,1,1,-1,0,120,-1,-1,-1,-1
69602,15,4,2,1,1,2,-1,-1,-1,-1,-1
69603,15,4,2,4,-1,2,-1,-1,-1,-1,-1
69604,15,4,2,8,-1,0,-1,-1,-1,-1,-1
69605,15,4,2,8,-1,0,-1,-1,-1,-1,-1
69606,13,2,7,2,1,0,-1,-1,-1,-1,-1
69607,13,2,7,2,4,0,-1,-1,-1,-1,-1
69608,7,1,7,2,1,0,-1,60,-1,2,-1
69609,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
69610,10,1,7,2,1,0,120,100,-1,-1,-1
69611,8,2,4,2,1,0,100,20,-1,2,-1
69612,8,2,4,2,4,0,100,20,-1,2,-1
69613,8,2,1,1,1,0,200,30,-1,2,-1
69614,8,2,1,1,1,0,200,30,-1,2,-1
69615,8,1,7,2,1,0,-1,-1,30,-1,-1
69616,13,2,1,1,1,0,50,-1,-1,-1,-1
69617,13,2,1,1,4,0,50,-1,-1,-1,-1
69618,8,2,1,1,1,0,60,-1,50,2,-1
69619,8,2,1,1,4,0,60,-1,50,2,-1
69620,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69621,12,2,1,1,4,0,150,-1,-1,-1,-1
69622,12,2,1,1,4,0,150,-1,-1,-1,-1
69623,13,4,1,1,4,4,100,-1,-1,-1,-1
69624,13,4,1,1,1,4,100,-1,-1,-1,-1
69625,13,4,1,1,4,0,100,-1,-1,-1,-1
69626,13,4,1,1,4,0,100,-1,-1,-1,-1
69627,12,1,7,1,4,0,120,100,-1,-1,-1
69628,11,1,6,1,1,0,40,50,-1,-1,-1
69629,8,2,1,1,4,0,140,-1,-1,2,-1
69630,8,2,1,1,4,0,140,-1,-1,2,-1
69631,10,3,1,2,1,0,100,30,-1,2,-1
69632,10,3,1,2,4,0,100,30,-1,2,-1
69633,10,3,1,2,1,0,100,30,-1,2,-1
69634,6,1,7,1,4,0,-1,-1,-1,-1,-1
69635,1,3,4,1,4,8,140,-1,20,1,300
69636,1,3,4,1,-1,0,140,-1,20,1,300
69637,1,3,4,1,-1,0,140,-1,20,1,300
69638,14,2,1,1,4,0,70,60,-1,-1,-1
69639,14,2,1,1,4,0,70,60,-1,-1,-1
69640,12,1,6,2,1,0,-1,50,-1,-1,-1
69641,9,3,6,2,4,0,120,-1,-1,2,-1
69642,9,3,6,2,1,0,120,-1,-1,2,-1
69643,9,3,6,2,4,0,120,-1,-1,2,-1
69644,14,2,4,1,1,4,100,30,-1,-1,-1
69645,14,2,4,1,4,0,100,30,-1,-1,-1
69646,9,1,7,1,1,0,50,-1,-1,-1,-1
69647,11,2,1,1,4,0,300,50,-1,-1,-1
69648,11,2,1,1,4,0,300,50,-1,-1,-1
69649,15,2,1,1,4,0,-1,50,-1,-1,-1
69650,15,2,1,1,4,0,-1,50,-1,-1,-1
69651,8,1,7,1,1,0,60,10,-1,2,-1
69652,12,2,7,1,1,0,120,30,-1,-1,-1
69653,12,2,7,1,1,0,120,30,-1,-1,-1
69654,5,1,6,2,4,0,-1,-1,-1,-1,-1
69655,15,2,2,2,-1,0,60,80,-1,-1,-1
69656,15,2,2,2,1,0,60,80,-1,-1,-1
69657,10,1,6,1,1,0,250,60,-1,2,-1
69658,11,3,1,1,1,4,-1,-1,-1,-1,-1
69659,11,3,1,1,1,4,-1,-1,-1,-1,-1
69660,11,3,1,1,1,0,-1,-1,-1,-1,-1
69661,12,2,1,1,4,0,-1,-1,-1,-1,-1
69662,12,2,1,1,1,0,-1,-1,-1,-1,-1
69663,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69664,10,4,3,1,1,4,-1,-1,-1,-1,-1
69665,10,4,3,1,1,4,-1,-1,-1,-1,-1
69666,10,4,3,1,4,0,-1,-1,-1,-1,-1
69667,10,4,3,1,-1,0,-1,-1,-1,-1,-1
69668,4,1,7,1,4,0,80,-1,40,1,20
69669,6,1,6,1,4,0,-1,-1,-1,2,-1
69670,6,1,7,1,1,0,-1,-1,-1,-1,-1
69671,12,2,1,2,1,0,-1,-1,-1,-1,-1
69672,12,2,1,2,1,0,-1,-1,-1,-1,-1
69673,7,2,4,1,4,0,-1,-1,-1,-1,-1
69674,7,2,4,1,1,0,-1,-1,-1,-1,-1
69675,10,4,1,1,1,0,160,-1,-1,-1,-1
69676,10,4,1,1,1,0,160,-1,-1,-1,-1
69677,10,4,1,1,4,0,160,-1,-1,-1,-1
69678,10,4,1,1,4,0,160,-1,-1,-1,-1
69679,4,1,7,2,4,0,-1,-1,-1,-1,-1
69680,14,1,7,4,1,0,50,10,-1,-1,-1
69681,10,1,6,1,1,0,-1,20,-1,-1,-1
69682,14,1,6,1,1,0,40,-1,-1,-1,-1
69683,12,6,3,1,4,0,-1,-1,-1,-1,-1
69684,12,6,3,1,1,4,-1,-1,-1,-1,-1
69685,12,6,3,1,4,0,-1,-1,-1,-1,-1
69686,12,6,3,1,1,0,-1,-1,-1,-1,-1
69687,12,6,3,1,-1,0,-1,-1,-1,-1,-1
69688,12,6,3,1,1,4,-1,-1,-1,-1,-1
69689,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69690,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69691,11,1,7,2,4,0,-1,-1,-1,-1,-1
69692,12,2,1,1,4,0,250,60,-1,2,-1
69693,12,2,1,1,1,0,250,60,-1,2,-1
